First_Name,Last_Name,Season,Position,Team_End_Season,Shot,Shot2,height_in,weight_lbs,Signing Age,Length,AAV,Expiry_Age,Expiry Status,next_length,next_aav,pred_length,pred_AAV,GP,G,A,P,PIM,GF_pct,CF_pct,TOI_5x5,TOI_PP,TOI_PK,EVO_GAR,EVD_GAR,PPO_GAR,SHD_GAR,Take_GAR,Draw_GAR,Cap_Ceiling,AAV_pct_cap,Next_Cap_Ceiling,next_AAV_pct_cap,pred_AAV_pct_cap,Team,Draft_Position_Raw,Undrafted
Ondrej,Palat,2022,Winger,TB,1,Left,72,194,26,5,"$5,300,000",31,UFA,5,"$6,000,000",4,"$5,606,907",77,18,31,49,20,54,51,13.42,2.07,0.3,8,1.3,-0.7,0.3,1,-0.1,"$81,500,000",6.5%,"$82,500,000",7.3%,6.8%,T.B,207,0
Max,Domi,2022,Center,CBJ,1,Left,70,207,25,2,"$5,300,000",27,UFA,1,"$3,000,000",2,"$3,025,683",72,11,28,39,55,55,50,11.57,1.2,0.02,11.1,-2.8,-0.2,0,-0.2,-0.8,"$81,500,000",6.5%,"$82,500,000",3.6%,3.7%,CAR/CBJ,12,0
Nino,Niederreiter,2022,Winger,CAR,1,Left,74,218,24,5,"$5,250,000",29,UFA,2,"$4,000,000",2,"$4,172,724",75,24,20,44,34,64,57,13.08,1.45,0,12.5,0.2,0.5,0,1.3,-0.2,"$81,500,000",6.4%,"$82,500,000",4.8%,5.1%,CAR,5,0
Hampus,Lindholm,2022,Defenseman,BOS,1,Left,76,218,22,6,"$5,205,556",28,UFA,8,"$6,500,000",8,"$6,397,538",71,5,22,27,46,50,50,18.6,0.93,1.93,4.7,1.6,-0.9,0.5,-1.1,0.5,"$81,500,000",6.4%,"$82,500,000",7.9%,7.8%,ANA/BOS,6,0
Kevin,Fiala,2022,Center,MIN,1,Left,70,205,25,1,"$5,100,000",26,RFA+ARB,7,"$7,875,000",7,"$7,887,546",82,33,52,85,52,60,52,13.02,2.48,0.92,12.2,-0.3,-0.9,-0.1,-0.4,2.7,"$81,500,000",6.3%,"$82,500,000",9.5%,9.6%,MIN,11,0
Alex,Goligoski,2022,Defenseman,MIN,1,Left,71,172,35,1,"$5,000,000",36,UFA,2,"$2,000,000",2,"$2,042,127",72,2,28,30,34,66,53,15.72,1.13,1.08,15.3,-0.1,-0.6,1.2,0.2,-0.1,"$81,500,000",6.1%,"$82,500,000",2.4%,2.5%,MIN,61,0
Reilly,Smith,2022,Winger,VGK,1,Left,73,185,25,5,"$5,000,000",30,UFA,3,"$5,000,000",3,"$4,980,102",56,16,22,38,8,52,55,13.45,1.77,1.68,4,-2.1,1.2,1.9,1.5,-0.1,"$81,500,000",6.1%,"$82,500,000",6.1%,6.0%,VGK,69,0
Morgan,Rielly,2022,Defenseman,TOR,1,Left,73,218,22,6,"$5,000,000",28,UFA,8,"$7,500,000",8,"$7,685,454",82,10,58,68,40,54,54,18.32,2.73,1.6,15,-4.1,4.6,-0.4,1.2,-0.5,"$81,500,000",6.1%,"$82,500,000",9.1%,9.3%,TOR,5,0
Ryan,Pulock,2022,Defenseman,NYI,0,Right,74,220,26,2,"$5,000,000",28,UFA,8,"$6,150,000",8,"$6,028,834",56,5,16,21,2,51,47,17.35,1.4,1.53,3.3,0.7,2.2,-0.1,2.3,-0.3,"$81,500,000",6.1%,"$82,500,000",7.5%,7.3%,NYI,15,0
Zach,Werenski,2022,Defenseman,CBJ,1,Left,74,214,22,3,"$5,000,000",25,RFA+ARB,6,"$9,583,333",6,"$9,650,928",68,11,37,48,22,40,50,19.87,3.08,1.45,0.6,-0.3,1.1,-0.4,1.9,-0.4,"$81,500,000",6.1%,"$82,500,000",11.6%,11.7%,CBJ,8,0
Pierre-Luc,Dubois,2022,Center,WPG,1,Left,75,218,22,2,"$5,000,000",24,RFA+ARB,1,"$6,000,000",3,"$6,228,105",81,28,32,60,106,51,51,14.98,2.87,0.02,7,-1,4.4,0,-1.9,3.4,"$81,500,000",6.1%,"$82,500,000",7.3%,7.5%,WPG,3,0
Andre,Burakovsky,2022,Winger,COL,1,Left,74,203,25,2,"$4,900,000",27,UFA,5,"$5,500,000",5,"$5,415,925",80,22,39,61,18,54,55,13.87,1.93,0,11.8,-2.7,1.1,0,1.3,0.4,"$81,500,000",6.0%,"$82,500,000",6.7%,6.6%,COL,23,0
Charlie,McAvoy,2022,Defenseman,BOS,0,Right,73,212,21,3,"$4,900,000",24,RFA+ARB,8,"$9,500,000",8,"$9,401,408",78,10,46,56,66,61,57,18.07,2.98,2.02,10.9,8.7,2.3,-2.1,-0.1,1.3,"$81,500,000",6.0%,"$82,500,000",11.5%,11.4%,BOS,14,0
Vincent,Trocheck,2022,Center,CAR,0,Right,71,187,22,6,"$4,750,000",28,UFA,7,"$5,625,000",7,"$5,730,795",81,21,30,51,78,63,55,12.43,2.78,1.72,4.1,0.3,1.6,0.6,-1.5,1.5,"$81,500,000",5.8%,"$82,500,000",6.8%,6.9%,CAR,64,0
Calvin,De Haan,2022,Defenseman,CHI,1,Left,73,194,27,4,"$4,550,000",31,UFA,1,"$850,000",2,"$1,165,102",69,4,4,8,33,38,47,16.83,0.08,1.57,-4.5,2.9,-0.1,-0.3,0.3,0.2,"$81,500,000",5.6%,"$82,500,000",1.0%,1.4%,CHI,12,0
Nazem,Kadri,2022,Center,COL,1,Left,72,185,25,6,"$4,500,000",31,UFA,7,"$7,000,000",7,"$7,026,387",71,28,59,87,71,57,56,13.85,3.62,0.47,12,1.2,5.6,-0.2,-0.2,3.4,"$81,500,000",5.5%,"$82,500,000",8.5%,8.5%,COL,7,0
Ryan,Strome,2022,Center,NYR,0,Right,73,192,27,2,"$4,500,000",29,UFA,5,"$5,000,000",5,"$5,126,895",74,21,33,54,69,56,49,14.22,2.73,0.53,9.8,-1.7,3.9,-0.6,-0.9,-1,"$81,500,000",5.5%,"$82,500,000",6.1%,6.2%,NYR,5,0
Sean,Couturier,2022,Center,PHI,1,Left,76,212,22,6,"$4,333,333",28,UFA,8,"$7,750,000",7,"$7,386,219",29,6,11,17,14,44,55,14.75,2.7,2.05,-0.3,0.5,0.8,0.7,0.2,0.4,"$81,500,000",5.3%,"$82,500,000",9.4%,9.0%,PHI,8,0
John,Klingberg,2022,Defenseman,DAL,0,Right,73,185,22,7,"$4,250,000",29,UFA,1,"$7,000,000",2,"$6,940,149",74,6,41,47,34,44,49,18.27,2.65,0.27,4.5,-5.4,3.8,0.4,0.2,0.9,"$81,500,000",5.2%,"$82,500,000",8.5%,8.4%,DAL,131,0
Josh,Manson,2022,Defenseman,COL,0,Right,75,218,25,4,"$4,100,000",29,UFA,4,"$4,500,000",4,"$4,460,190",67,6,10,16,65,45,50,16.38,0.03,2.03,-4.2,3.8,0,0.3,-1.7,0,"$81,500,000",5.0%,"$82,500,000",5.5%,5.4%,ANA/COL,159,0
Olli,Maatta,2022,Defenseman,LA,1,Left,74,209,21,6,"$4,083,333",27,UFA,1,"$2,250,000",2,"$2,350,522",66,1,7,8,10,53,53,16.03,0.12,1.68,-1.4,3.8,0.1,1.5,1.6,-1,"$81,500,000",5.0%,"$82,500,000",2.7%,2.8%,L.A,22,0
David,Perron,2022,Winger,STL,0,Right,73,203,30,4,"$4,000,000",34,UFA,2,"$4,750,000",2,"$4,665,824",67,27,30,57,48,56,51,13.68,2.62,0,-2.2,2.2,5.2,0,-0.7,0.6,"$81,500,000",4.9%,"$82,500,000",5.8%,5.7%,STL,26,0
Justin,Schultz,2022,Defenseman,WSH,0,Right,74,194,30,2,"$4,000,000",32,UFA,2,"$3,000,000",2,"$2,811,709",74,4,19,23,16,45,51,15.2,1.28,0.03,-3.5,-1.2,-0.1,0,1,-1.1,"$81,500,000",4.9%,"$82,500,000",3.6%,3.4%,WSH,43,0
Colin,Miller,2022,Defenseman,BUF,0,Right,73,201,25,4,"$3,875,000",29,UFA,2,"$1,850,000",2,"$2,013,415",38,2,12,14,21,48,49,15.97,1.38,1.07,4,1.6,0.8,-0.2,0,0.1,"$81,500,000",4.8%,"$82,500,000",2.2%,2.4%,BUF,151,0
Connor,Murphy,2022,Defenseman,CHI,0,Right,76,212,23,6,"$3,850,000",29,UFA,4,"$4,400,000",4,"$4,329,967",57,4,6,10,47,41,44,18.53,0.05,2.57,-1.1,5.3,0,0,-0.9,0,"$81,500,000",4.7%,"$82,500,000",5.3%,5.2%,CHI,20,0
Rickard,Rakell,2022,Center,PIT,0,Right,73,203,23,6,"$3,789,444",29,UFA,6,"$5,000,000",4,"$4,876,969",70,20,21,41,12,57,52,15.07,2.23,0.02,10.6,0.5,1.6,0,1.6,-1,"$81,500,000",4.6%,"$82,500,000",6.1%,5.9%,ANA/PIT,30,0
Paul,Stastny,2022,Center,WPG,1,Left,72,194,35,1,"$3,750,000",36,UFA,1,"$2,000,000",2,"$2,208,772",71,21,24,45,14,56,52,14.07,1.68,1.28,9.4,0.2,1.8,-3.3,1.5,-1.1,"$81,500,000",4.6%,"$82,500,000",2.4%,2.7%,WPG,44,0
Mattias,Ekholm,2022,Defenseman,NSH,1,Left,76,225,25,6,"$3,750,000",31,UFA,4,"$6,250,000",4,"$6,186,843",76,6,25,31,44,56,49,17.62,1.5,3.08,9.2,2.4,-0.9,-0.3,0.9,-0.5,"$81,500,000",4.6%,"$82,500,000",7.6%,7.5%,NSH,102,0
Boone,Jenner,2022,Center,CBJ,1,Left,74,203,25,4,"$3,750,000",29,UFA,4,"$3,750,000",4,"$4,082,592",59,23,21,44,22,48,46,15.08,2.9,1.45,4.7,-4.6,1.6,-2.4,0.5,-0.3,"$81,500,000",4.6%,"$82,500,000",4.5%,4.9%,CBJ,37,0
Nikita,Zadorov,2022,Defenseman,CGY,1,Left,79,256,26,1,"$3,750,000",27,UFA,2,"$3,750,000",2,"$3,699,314",74,4,18,22,77,54,59,15.77,0.18,0.7,-1.8,2.8,-0.3,-0.5,-2.1,-0.5,"$81,500,000",4.6%,"$82,500,000",4.5%,4.5%,CGY,16,0
Dominik,Kubalik,2022,Winger,CHI,1,Left,74,190,25,2,"$3,700,000",27,UFA no QO,2,"$2,500,000",2,"$2,839,526",78,15,17,32,16,43,45,12.57,1.52,0,-1,0.3,1.5,0,0.8,0.2,"$81,500,000",4.5%,"$82,500,000",3.0%,3.4%,CHI,191,0
Jake,Debrusk,2022,Winger,BOS,1,Left,73,198,24,2,"$3,675,000",26,RFA+ARB,2,"$4,000,000",2,"$3,920,154",77,25,17,42,10,51,56,12.57,1.23,0.62,4.6,1.2,-1.2,0.1,1.3,0.7,"$81,500,000",4.5%,"$82,500,000",4.8%,4.8%,BOS,14,0
Andrew,Copp,2022,Center,WPG,1,Left,73,201,27,1,"$3,640,000",28,UFA,5,"$5,625,000",6,"$5,816,174",72,21,32,53,16,54,54,14.02,2.15,2.23,6.1,0.6,0.8,2.2,1.6,-1.4,"$81,500,000",4.5%,"$82,500,000",6.8%,7.0%,NYR/WPG,104,0
Alex,Edler,2022,Defenseman,LA,1,Left,76,209,35,1,"$3,500,000",36,UFA,1,"$1,500,000",1,"$1,636,055",41,3,16,19,34,58,56,15.78,0.33,1.78,4,0.7,0,-0.3,-1.1,1,"$81,500,000",4.3%,"$82,500,000",1.8%,2.0%,L.A,91,0
Cal,Clutterbuck,2022,Winger,NYI,0,Right,72,212,29,5,"$3,500,000",34,UFA,2,"$1,750,000",2,"$1,777,304",59,6,9,15,10,37,45,11.63,0.08,1.92,-4.3,3.1,0,0.5,1.3,0.2,"$81,500,000",4.3%,"$82,500,000",2.1%,2.2%,NYI,72,0
Ben,Chiarot,2022,Defenseman,MTL,1,Left,75,223,28,3,"$3,500,000",31,UFA,4,"$4,750,000",4,"$4,862,024",74,9,17,26,48,42,49,18.43,0.97,2.77,-4.3,-4,-1.4,-1.3,-1.3,-0.4,"$81,500,000",4.3%,"$82,500,000",5.8%,5.9%,FLA/MTL,120,0
Bryan,Rust,2022,Winger,PIT,0,Right,71,192,26,4,"$3,500,000",30,UFA,6,"$5,125,000",6,"$5,148,275",60,24,34,58,14,53,51,13.88,3.22,0.72,4.7,-3.3,2.3,0.1,1.2,-0.4,"$81,500,000",4.3%,"$82,500,000",6.2%,6.2%,PIT,80,0
Chris,Tierney,2022,Center,OTT,1,Left,73,192,26,2,"$3,500,000",28,UFA,1,"$750,000",2,"$1,084,829",70,6,12,18,14,42,48,10.72,1.32,0.2,-1.2,-0.4,1,-0.2,0.8,-1.3,"$81,500,000",4.3%,"$82,500,000",0.9%,1.3%,OTT,55,0
Kasperi,Kapanen,2022,Center,PIT,0,Right,73,194,22,3,"$3,200,000",25,RFA+ARB,2,"$3,200,000",2,"$2,915,336",79,11,21,32,16,55,52,12.63,1.47,0,0.3,1.8,-2.5,0,1.1,-0.7,"$81,500,000",3.9%,"$82,500,000",3.9%,3.5%,PIT,22,0
Victor,Olofsson,2022,Winger,BUF,1,Left,71,181,25,2,"$3,050,000",27,RFA+ARB,2,"$4,750,000",3,"$4,773,661",72,20,29,49,6,43,50,12.78,2.13,0.02,3.6,-3.6,1.2,0,1.7,-1.6,"$81,500,000",3.7%,"$82,500,000",5.8%,5.8%,BUF,181,0
Dylan,Strome,2022,Center,CHI,1,Left,75,201,23,2,"$3,000,000",25,UFA no QO,1,"$3,500,000",2,"$3,953,278",69,22,26,48,28,52,48,14.33,2.63,0.02,5,2.4,2.3,0,0.4,-0.7,"$81,500,000",3.7%,"$82,500,000",4.2%,4.8%,CHI,3,0
Robby,Fabbri,2022,Center,DET,1,Left,71,185,24,2,"$2,950,000",26,UFA,3,"$4,000,000",3,"$4,012,026",56,17,13,30,35,45,47,13.97,2.48,0,0.7,-4,0.4,0,-0.9,1.2,"$81,500,000",3.6%,"$82,500,000",4.8%,4.9%,DET,21,0
Jared,McCann,2022,Center,SEA,1,Left,73,185,24,2,"$2,940,000",26,RFA+ARB,5,"$5,000,000",5,"$5,189,972",74,27,23,50,33,43,52,12.58,2.37,0.22,3.3,0.1,0.8,0.2,1.1,1.8,"$81,500,000",3.6%,"$82,500,000",6.1%,6.3%,SEA,24,0
Ian,Cole,2022,Defenseman,CAR,1,Left,73,238,32,1,"$2,900,000",33,UFA,1,"$3,000,000",2,"$3,050,362",75,2,17,19,83,54,57,14.33,0.03,2.4,-1.1,2.8,0,2,-2.7,0,"$81,500,000",3.6%,"$82,500,000",3.6%,3.7%,CAR,18,0
Jesper,Bratt,2022,Winger,NJ,1,Left,70,174,22,2,"$2,750,000",24,RFA+ARB,1,"$5,450,000",2,"$5,731,808",76,26,47,73,16,53,54,13.88,2.58,0.03,10,-2.4,1.9,0,1.6,0.5,"$81,500,000",3.4%,"$82,500,000",6.6%,6.9%,N.J,162,0
Denis,Gurianov,2022,Winger,DAL,1,Left,74,183,23,2,"$2,550,000",25,RFA+ARB,1,"$2,900,000",1,"$2,778,864",73,11,20,31,16,51,46,12.08,1.92,0,3.8,-3.8,-1.2,0,0.8,-1.2,"$81,500,000",3.1%,"$82,500,000",3.5%,3.4%,DAL,12,0
Frank,Vatrano,2022,Center,NYR,1,Left,71,203,24,3,"$2,533,334",27,UFA,3,"$3,650,000",3,"$3,258,514",71,18,14,32,22,53,54,12.07,0.82,0.03,0.1,1.2,-0.2,0,-0.1,-0.2,"$81,500,000",3.1%,"$82,500,000",4.4%,3.9%,FLA/NYR,250,1
Brayden,McNabb,2022,Defenseman,VGK,1,Left,76,214,26,4,"$2,500,000",30,UFA,3,"$2,850,000",3,"$3,013,994",69,3,15,18,42,51,51,16.6,0.02,2.47,1,2.3,0,0.4,0,0,"$81,500,000",3.1%,"$82,500,000",3.5%,3.7%,VGK,66,0
Valeri,Nichushkin,2022,Winger,COL,1,Left,76,209,25,2,"$2,500,000",27,UFA,8,"$6,125,000",8,"$6,083,908",62,25,27,52,14,60,59,14.17,2.25,1.67,8,1.5,4.2,2.3,0.8,0.2,"$81,500,000",3.1%,"$82,500,000",7.4%,7.4%,COL,10,0
Andrew,Mangiapane,2022,Center,CGY,1,Left,70,183,24,2,"$2,425,000",26,RFA+ARB,3,"$5,800,000",3,"$5,540,906",82,35,20,55,38,59,59,12.22,1.77,1.25,7.3,2.9,1.8,1.7,0.4,0.5,"$81,500,000",3.0%,"$82,500,000",7.0%,6.7%,CGY,166,0
Luke,Kunin,2022,Center,NSH,0,Right,72,196,23,2,"$2,300,000",25,RFA+ARB,2,"$2,750,000",2,"$2,755,529",82,13,9,22,99,43,44,11.67,0.92,0.72,-1.8,-3.2,0.3,0,-1.2,-0.6,"$81,500,000",2.8%,"$82,500,000",3.3%,3.3%,NSH,15,0
Artturi,Lehkonen,2022,Winger,MTL,1,Left,71,179,26,1,"$2,300,000",27,RFA+ARB,5,"$4,500,000",4,"$4,215,973",74,19,19,38,22,50,52,11.93,0.97,1.82,3.9,3.6,0.3,-0.3,0.8,-0.6,"$81,500,000",2.8%,"$82,500,000",5.5%,5.1%,COL/MTL,55,0
Pavel,Zacha,2022,Center,NJ,1,Left,76,212,22,3,"$2,250,000",25,RFA+ARB,1,"$3,500,000",2,"$3,813,454",70,15,21,36,22,47,54,13.6,2.1,0.37,1.6,1.8,-1,0,0.5,-0.6,"$81,500,000",2.8%,"$82,500,000",4.2%,4.6%,N.J,6,0
Evander,Kane,2022,Winger,EDM,1,Left,74,218,30,1,"$2,108,696",31,UFA,4,"$5,125,000",3,"$5,038,969",43,22,17,39,60,63,53,16.13,2.33,0.33,7.2,-3.2,-0.1,0,-1.9,0,"$81,500,000",2.6%,"$82,500,000",6.2%,6.1%,EDM,4,0
Jordan,Greenway,2022,Center,MIN,1,Left,78,231,23,2,"$2,100,000",25,RFA+ARB,3,"$3,000,000",3,"$3,140,123",62,10,17,27,69,68,49,12.22,0.67,1.07,7.6,2.4,0.3,0,-1.8,0.3,"$81,500,000",2.6%,"$82,500,000",3.6%,3.8%,MIN,50,0
Marc,Staal,2022,Defenseman,DET,1,Left,76,209,34,1,"$2,000,000",35,UFA,1,"$750,000",1,"$1,040,920",71,3,13,16,28,48,46,14.83,0.03,2.08,11,-0.2,0,-1.5,0.4,-0.2,"$81,500,000",2.5%,"$82,500,000",0.9%,1.3%,DET,12,0
Calle,Jarnkrok,2022,Center,SEA,0,Right,72,194,24,6,"$2,000,000",30,UFA,4,"$2,100,000",4,"$1,964,897",66,12,18,30,6,44,51,12.35,1.82,1.03,3.5,-0.3,-0.7,-1.8,1.8,-0.1,"$81,500,000",2.5%,"$82,500,000",2.5%,2.4%,CGY/SEA,51,0
Vladislav,Namestnikov,2022,Center,DET,1,Left,72,181,27,2,"$2,000,000",29,UFA,1,"$2,500,000",2,"$2,723,580",75,16,14,30,45,50,46,12.45,0.42,1.38,2,2.9,0.4,0.2,0.4,-0.3,"$81,500,000",2.5%,"$82,500,000",3.0%,3.3%,DAL/DET,27,0
Ryan,Murray,2022,Defenseman,COL,1,Left,73,205,27,1,"$2,000,000",28,UFA,1,"$750,000",2,"$796,812",37,0,4,4,2,43,49,12.77,0.03,1.05,-2.2,-0.3,0,0,0.9,0,"$81,500,000",2.5%,"$82,500,000",0.9%,1.0%,COL,2,0
Mattias,Janmark,2022,Center,VGK,1,Left,74,205,28,1,"$2,000,000",29,UFA,1,"$1,250,000",2,"$1,692,711",67,9,16,25,21,48,49,12.48,0.52,1.13,-0.1,0.1,-0.1,-0.2,1,-0.3,"$81,500,000",2.5%,"$82,500,000",1.5%,2.1%,VGK,79,0
Adrian,Kempe,2022,Center,LA,1,Left,74,201,22,3,"$2,000,000",25,RFA+ARB,4,"$5,500,000",4,"$5,614,324",78,35,19,54,46,45,54,13.63,2.77,1.4,4.2,-3.5,0.6,-3.2,-0.1,1.9,"$81,500,000",2.5%,"$82,500,000",6.7%,6.8%,L.A,29,0
Erik,Gudbranson,2022,Defenseman,CGY,0,Right,77,223,29,1,"$1,950,000",30,UFA,4,"$4,000,000",4,"$3,643,401",78,6,11,17,68,56,57,14.95,0.07,2.78,3.2,0.3,0,1.2,0,-0.5,"$81,500,000",2.4%,"$82,500,000",4.8%,4.4%,CGY,3,0
Brett,Kulak,2022,Defenseman,MTL,1,Left,74,192,25,3,"$1,850,000",28,UFA,4,"$2,750,000",4,"$2,857,908",74,5,16,21,45,46,51,16.25,0.07,1.07,3,6.4,-0.1,1,-1.1,0.8,"$81,500,000",2.3%,"$82,500,000",3.3%,3.5%,EDM/MTL,105,0
Jack,Roslovic,2022,Center,CBJ,0,Right,73,194,23,2,"$1,838,362",25,RFA+ARB,2,"$4,000,000",2,"$3,755,004",81,22,23,45,12,50,49,11.73,1.5,0.77,6.5,-0.4,1.3,-0.5,1.6,-1.4,"$81,500,000",2.3%,"$82,500,000",4.8%,4.6%,CBJ,25,0
Ryan,Reaves,2022,Winger,NYR,0,Right,74,225,33,2,"$1,750,000",35,UFA,1,"$1,750,000",1,"$1,470,355",69,5,8,13,43,34,38,10.48,0.08,0,-3.2,-1.1,0,0,-1.1,-0.6,"$81,500,000",2.1%,"$82,500,000",2.1%,1.8%,NYR,156,0
Tyler,Pitlick,2022,Center,MTL,0,Right,74,201,28,2,"$1,750,000",30,UFA,1,"$750,000",1,"$829,383",39,1,4,5,6,31,46,10.65,0.05,0.52,-3.9,0.3,0,0.3,0.4,0.5,"$81,500,000",2.1%,"$82,500,000",0.9%,1.0%,CGY/MTL,31,0
Zach,Aston-Reese,2022,Center,PIT,1,Left,73,203,26,1,"$1,725,000",27,UFA,1,"$840,630",2,"$929,782",69,5,10,15,28,56,49,11.35,0.02,1.48,0.4,3,0,-0.1,0.3,-1.3,"$81,500,000",2.1%,"$82,500,000",1.0%,1.1%,ANA/PIT,250,1
Troy,Stecher,2022,Defenseman,LA,0,Right,70,185,26,2,"$1,700,000",28,UFA,1,"$1,250,000",1,"$1,111,090",29,1,2,3,13,39,49,15.53,0.13,0.78,-3.3,0.5,0,-0.4,0.2,-0.5,"$81,500,000",2.1%,"$82,500,000",1.5%,1.3%,DET/L.A,250,1
Nick,Holden,2022,Defenseman,OTT,1,Left,76,214,32,2,"$1,700,000",34,UFA,1,"$1,300,000",1,"$1,510,998",76,5,14,19,12,45,47,16.17,0.07,2.98,-0.4,3.1,0,-1.7,2.1,-0.8,"$81,500,000",2.1%,"$82,500,000",1.6%,1.8%,OTT,250,1
Sonny,Milano,2022,Winger,ANA,1,Left,72,194,24,2,"$1,700,000",26,UFA no QO,1,"$750,000",1,"$1,061,186",66,14,20,34,10,48,52,12.9,2.08,0,0.5,1.8,4.7,0,1.5,-1.2,"$81,500,000",2.1%,"$82,500,000",0.9%,1.3%,ANA,16,0
Nick,Blankenburg,2022,Defenseman,CBJ,0,Right,69,176,23,1,"$1,926,548",24,RFA,2,"$825,000",2,"$1,059,623",7,1,2,3,4,28,51,16.02,0.63,0.65,-1.8,-0.3,0.2,0.1,-0.3,-0.1,"$81,500,000",2.4%,"$82,500,000",1.0%,1.3%,CBJ,250,1
Noel,Acciari,2022,Center,FLA,0,Right,71,205,27,3,"$1,666,667",30,UFA,1,"$1,250,000",1,"$1,139,924",20,3,5,8,11,55,55,10.58,0.17,1.1,1.2,-0.4,0,-0.3,-0.1,-0.1,"$81,500,000",2.0%,"$82,500,000",1.5%,1.4%,FLA,250,1
Ilya,Mikheyev,2022,Winger,TOR,1,Left,74,192,26,2,"$1,645,000",28,UFA,4,"$4,750,000",4,"$4,266,669",53,21,11,32,26,57,56,12.4,1.08,1.33,4.1,2.2,1.5,-0.1,0.9,-0.4,"$81,500,000",2.0%,"$82,500,000",5.8%,5.2%,TOR,250,1
Scott,Harrington,2022,Defenseman,CBJ,1,Left,74,205,26,3,"$1,633,333",29,UFA,1,"$750,000",1,"$1,028,245",7,0,1,1,6,25,36,13.35,0.03,1,-1.3,0.3,0,-0.2,-0.4,0.1,"$81,500,000",2.0%,"$82,500,000",0.9%,1.2%,CBJ,54,0
Lawson,Crouse,2022,Winger,UTA,1,Left,76,216,22,3,"$1,533,333",25,RFA+ARB,5,"$4,300,000",4,"$3,898,364",65,20,14,34,52,45,45,13.1,1.85,1.67,3.3,1.1,-0.2,-1.2,0,-0.7,"$81,500,000",1.9%,"$82,500,000",5.2%,4.7%,ARI,11,0
Marcus,Johansson,2022,Center,WSH,1,Left,71,203,30,1,"$1,500,000",31,UFA,1,"$1,100,000",1,"$1,307,764",69,9,20,29,4,42,51,13.05,2.3,0.02,0.4,1.5,-0.2,0,2.1,-0.2,"$81,500,000",1.8%,"$82,500,000",1.3%,1.6%,SEA/WSH,24,0
Nick,Cousins,2022,Center,NSH,1,Left,71,192,27,2,"$1,500,000",29,UFA,2,"$1,100,000",1,"$1,139,367",68,9,13,22,31,43,51,10.65,1.58,0.02,-0.5,0,0.3,0,1,1.6,"$81,500,000",1.8%,"$82,500,000",1.3%,1.4%,NSH,68,0
Sammy,Blais,2022,Winger,NYR,1,Left,74,205,23,2,"$1,500,000",25,RFA+ARB,1,"$1,525,000",1,"$1,498,891",14,0,4,4,17,61,45,12.2,1.17,0,1.6,-1,-0.2,0,-0.3,0.6,"$81,500,000",1.8%,"$82,500,000",1.8%,1.8%,NYR,176,0
Robert,Bortuzzo,2022,Defenseman,STL,0,Right,76,205,29,3,"$1,375,000",32,UFA,2,"$950,000",2,"$990,303",73,1,5,6,36,40,46,11.5,0.02,2.03,-9.9,-0.5,0,1.3,-0.4,0.1,"$81,500,000",1.7%,"$82,500,000",1.2%,1.2%,STL,78,0
Derek,Stepan,2022,Center,CAR,0,Right,71,196,31,1,"$1,350,000",32,UFA,1,"$750,000",1,"$889,312",58,9,10,19,14,50,56,9.72,0.03,0.95,2.1,2.2,0,0.1,0.1,-0.5,"$81,500,000",1.7%,"$82,500,000",0.9%,1.1%,CAR,51,0
Nick,Paul,2022,Winger,TB,1,Left,76,234,25,2,"$1,350,000",27,UFA,7,"$3,150,000",6,"$3,180,448",80,16,16,32,39,43,49,13.5,0.43,2.03,-0.2,2.5,-0.1,0.9,1.8,-0.5,"$81,500,000",1.7%,"$82,500,000",3.8%,3.9%,OTT/T.B,101,0
Ilya,Lyubushkin,2022,Defenseman,TOR,0,Right,74,205,27,1,"$1,350,000",28,UFA,2,"$2,750,000",3,"$2,658,262",77,2,13,15,51,45,48,15.22,0.03,1.83,-1.2,8,0,-1.1,-1.1,0,"$81,500,000",1.7%,"$82,500,000",3.3%,3.2%,ARI/TOR,250,1
Jan,Rutta,2022,Defenseman,TB,0,Right,75,205,30,2,"$1,300,000",32,UFA,3,"$2,750,000",2,"$2,381,998",76,3,15,18,47,60,52,14.87,0.02,1.13,8.9,4.2,0,0.6,-0.5,0,"$81,500,000",1.6%,"$82,500,000",3.3%,2.9%,T.B,250,1
Haydn,Fleury,2022,Defenseman,SEA,1,Left,75,207,24,2,"$1,300,000",26,UFA no QO,2,"$762,500",2,"$956,344",36,2,2,4,13,46,48,17.65,0.15,0.85,-1.3,3,-0.1,0.3,0.7,-0.3,"$81,500,000",1.6%,"$82,500,000",0.9%,1.2%,SEA,7,0
Nathan,Beaulieu,2022,Defenseman,WPG,1,Left,74,201,27,2,"$1,250,000",29,UFA,1,"$850,000",1,"$783,957",24,0,4,4,25,29,41,8.83,0.05,1.83,-1.6,-1.5,0,-0.7,-0.2,-0.1,"$81,500,000",1.5%,"$82,500,000",1.0%,1.0%,WPG,17,0
Ondrej,Kase,2022,Winger,TOR,0,Right,72,187,25,1,"$1,250,000",26,UFA no QO,1,"$1,500,000",1,"$1,582,598",50,14,13,27,14,55,51,11.58,0.83,1.25,-0.8,-1,5.5,1,0.2,-0.1,"$81,500,000",1.5%,"$82,500,000",1.8%,1.9%,TOR,205,0
